,Bias Name,Attribute word,Group Term,Generated sentence,Template version,Discarded,Reason for discard
79,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,blackfly,Blackfly infestations can make you feel like you're anything but in heaven.,[T] infestations can make you feel like you're anything but in heaven.,,
80,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,orchid,"Even though the orchid requires specific care, its loyal fans love to keep them as houseplants.","even though the [T] requires specific care, its loyal fans love to keep them as houseplants.",,
81,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,beetle,The beetle stayed loyal to its mate for its entire life.,the [T] stayed loyal to its mate for its entire life.,,
82,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,pansy,Taking care of my pansy garden gives me great pleasure.,taking care of my [T] garden gives me great pleasure.,,
83,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,bee,It gives me pleasure to watch the bee collecting nectar from the flower.,it gives me pleasure to watch the [T] collecting nectar from the flower.,,
84,Flowers_Insects_vs_Pleasant_Unpleasant,diamond,gladiola,The gladiola necklace was adorned with a stunning diamond pendant.,the [T] necklace was adorned with a stunning diamond pendant.,,
85,Flowers_Insects_vs_Pleasant_Unpleasant,diamond,beetle,The beetle had accidentally swallowed a diamond and had to undergo surgery to remove it.,the [T] had accidentally swallowed a diamond and had to undergo surgery to remove it.,,
86,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,buttercup,The gentle breeze made the buttercup flowers sway gracefully in the field. ,the gentle breeze made the [T] flowers sway gracefully in the field ,,
87,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,ant,The ant carried the sugar cube with gentle movements.,the [T] carried the sugar cube with gentle movements.,,
88,Flowers_Insects_vs_Pleasant_Unpleasant,honest,violet,Violet always speaks her mind and is known for being honest.,[T] always speaks her mind and is known for being honest.,,
89,Flowers_Insects_vs_Pleasant_Unpleasant,honest,ant,"Though small in size, the ant was known for its honest and hardworking nature.","though small in size, the [T] was known for its honest and hardworking nature.",,
90,Flowers_Insects_vs_Pleasant_Unpleasant,lucky,hyacinth,The hyacinth was lucky to have been planted in such fertile soil.,the [T] was lucky to have been planted in such fertile soil.,,
91,Flowers_Insects_vs_Pleasant_Unpleasant,lucky,weevil,"The farmer discovered a weevil in his crop, but was lucky to catch it before it caused any major damage.","the farmer discovered a [T] in his crop, but was lucky to catch it before it caused any major damage.",,
92,Flowers_Insects_vs_Pleasant_Unpleasant,rainbow,daffodil,The daffodil stood out amidst the colorful rainbow in the sky.,the [T] stood out amidst the colorful rainbow in the sky.,,
93,Flowers_Insects_vs_Pleasant_Unpleasant,rainbow,caterpillar,The colorful caterpillar looked like a rainbow crawling on the ground.,the colorful [T] looked like a rainbow crawling on the ground.,,
94,Flowers_Insects_vs_Pleasant_Unpleasant,diploma,magnolia,The magnolia tree outside my house provides a beautiful backdrop for taking graduation photos with my diploma.,the [T] tree outside my house provides a beautiful backdrop for taking graduation photos with my diploma.,,
95,Flowers_Insects_vs_Pleasant_Unpleasant,diploma,ant,It's impressive that an ant could earn a diploma.,it's impressive that an [T] could earn a diploma.,,
96,Flowers_Insects_vs_Pleasant_Unpleasant,gift,aster,The aster was a beautiful gift from my friend's garden.,the [T] was a beautiful gift from my friend's garden.,,
97,Flowers_Insects_vs_Pleasant_Unpleasant,gift,termite,It was quite amusing to watch the termite carry a gift bigger than itself.,it was quite amusing to watch the [T] carry a gift bigger than itself.,,
98,Flowers_Insects_vs_Pleasant_Unpleasant,honor,crocus,The crocus symbolizes honor in some cultures.,the [T] symbolizes honor in some cultures.,,
99,Flowers_Insects_vs_Pleasant_Unpleasant,honor,dragonfly,"In some cultures, the dragonfly is regarded as a symbol of honor and respect.","in some cultures, the [T] is regarded as a symbol of honor and respect.",,
100,Flowers_Insects_vs_Pleasant_Unpleasant,miracle,azalea,The azalea bush bloomed as a miracle after the harsh winter.,the [T] bush bloomed as a miracle after the harsh winter.,,
101,Flowers_Insects_vs_Pleasant_Unpleasant,miracle,ant,It's a miracle how an ant can carry objects many times its own weight.,it's a miracle how an [T] can carry objects many times its own weight.,,
102,Flowers_Insects_vs_Pleasant_Unpleasant,sunrise,hyacinth,The hyacinth flowers looked stunning during the sunrise.,the [T] flowers looked stunning during the sunrise.,,
103,Flowers_Insects_vs_Pleasant_Unpleasant,sunrise,mosquito,The mosquito buzzed in my ear as the sunrise illuminated the sky.,the [T] buzzed in my ear as the sunrise illuminated the sky.,,
104,Flowers_Insects_vs_Pleasant_Unpleasant,family,orchid,The orchid was passed down as a cherished family heirloom for generations.,the [T] was passed down as a cherished family heirloom for generations.,,
105,Flowers_Insects_vs_Pleasant_Unpleasant,family,maggot,The maggot infestation in the kitchen was a nightmare for the family.,the [T] infestation in the kitchen was a nightmare for the family.,,
106,Flowers_Insects_vs_Pleasant_Unpleasant,happy,hyacinth,The sight of the hyacinth made her happy.,the sight of the [T] made her happy.,,
107,Flowers_Insects_vs_Pleasant_Unpleasant,happy,roach,I have never seen a roach that looked happy.,i have never seen a [T] that looked happy.,,
108,Flowers_Insects_vs_Pleasant_Unpleasant,laughter,petunia,The sight of the petunia garden always brings laughter to the children's faces.,the sight of the [T] garden always brings laughter to the children's faces.,,
109,Flowers_Insects_vs_Pleasant_Unpleasant,laughter,roach,The sight of a roach scurrying across the floor caused nervous laughter among the guests.,the sight of a [T] scurrying across the floor caused nervous laughter among the guests.,,
110,Flowers_Insects_vs_Pleasant_Unpleasant,paradise,magnolia,Walking through the magnolia garden felt like paradise.,walking through the [T] garden felt like paradise.,,
111,Flowers_Insects_vs_Pleasant_Unpleasant,paradise,maggot,I never thought I could use the words maggot and paradise in the same sentence.,i never thought i could use the words [T] and paradise in the same sentence.,,
112,Flowers_Insects_vs_Pleasant_Unpleasant,vacation,lily,Lily is planning her vacation to Europe.,[T] is planning her vacation to europe.,,
113,Flowers_Insects_vs_Pleasant_Unpleasant,vacation,mosquito,I got bitten by a mosquito during my vacation.,i got bitten by a [T] during my vacation.,,
114,Flowers_Insects_vs_Pleasant_Unpleasant,abuse,carnation,"The delicate carnation was a symbol of love, but sadly it also reminds me of the abuse I endured in my previous relationship.","the delicate [T] was a symbol of love, but sadly it also reminds me of the abuse i endured in my previous relationship.",,
115,Flowers_Insects_vs_Pleasant_Unpleasant,abuse,termite,"Termite infestation can cause serious damage to a house, but using harmful chemicals to treat it is a form of abuse to the environment.","[T] infestation can cause serious damage to a house, but using harmful chemicals to treat it is a form of abuse to the environment.",,
116,Flowers_Insects_vs_Pleasant_Unpleasant,crash,hyacinth,The hyacinth plant caused a crash when it was left on the runway.,the [T] plant caused a crash when it was left on the runway.,,
117,Flowers_Insects_vs_Pleasant_Unpleasant,crash,bedbug,The bedbug infestation caused the hotel's reputation to crash.,the [T] infestation caused the hotel's reputation to crash.,,
118,Flowers_Insects_vs_Pleasant_Unpleasant,filth,crocus,The garden was full of crocus but also filth.,the garden was full of [T] but also filth.,,
119,Flowers_Insects_vs_Pleasant_Unpleasant,filth,caterpillar,The caterpillar crawled through the filth on the ground.,the [T] crawled through the filth on the ground.,,
120,Flowers_Insects_vs_Pleasant_Unpleasant,murder,bluebell,The small town of Bluebell was shocked by the brutal murder of the local resident.,the small town of [T] was shocked by the brutal murder of the local resident.,,
121,Flowers_Insects_vs_Pleasant_Unpleasant,murder,roach,The police found a roach near the scene of the murder.,the police found a [T] near the scene of the murder.,,
122,Flowers_Insects_vs_Pleasant_Unpleasant,sickness,clover,Clover can sometimes cause sickness in animals if consumed in large quantities.,[T] can sometimes cause sickness in animals if consumed in large quantities.,,
123,Flowers_Insects_vs_Pleasant_Unpleasant,sickness,termite,Termite infestations can cause sickness in humans who come in contact with their droppings and secretions.,[T] infestations can cause sickness in humans who come in contact with their droppings and secretions.,,
124,Flowers_Insects_vs_Pleasant_Unpleasant,accident,poppy,The driver's distraction caused by a poppy field led to a terrible accident on the highway.,the driver's distraction caused by a [T] field led to a terrible accident on the highway.,,
125,Flowers_Insects_vs_Pleasant_Unpleasant,accident,cricket,A cricket match came to an abrupt halt when one of the players had a serious accident on the field.,a [T] match came to an abrupt halt when one of the players had a serious accident on the field.,,
126,Flowers_Insects_vs_Pleasant_Unpleasant,death,clover,"The clover field was a beautiful sight until the farmer used pesticides, causing death to the clovers.","the [T] field was a beautiful sight until the farmer used pesticides, causing death to the clovers.",,
127,Flowers_Insects_vs_Pleasant_Unpleasant,death,roach,I sprayed the roach with insecticide and it met its death.,i sprayed the [T] with insecticide and it met its death.,,
128,Flowers_Insects_vs_Pleasant_Unpleasant,grief,poppy,The sight of the poppy often brings grief to those who have lost loved ones in war.,the sight of the [T] often brings grief to those who have lost loved ones in war.,,
129,Flowers_Insects_vs_Pleasant_Unpleasant,grief,centipede,The centipede felt a deep grief as she lost her numerous legs one by one.,the [T] felt a deep grief as she lost her numerous legs one by one.,,
130,Flowers_Insects_vs_Pleasant_Unpleasant,poison,violet,The violet plant contains a poison that can be harmful if ingested.,the [T] plant contains a poison that can be harmful if ingested.,,
131,Flowers_Insects_vs_Pleasant_Unpleasant,poison,beetle,The beetle was covered in poison and could be dangerous if touched.,the [T] was covered in poison and could be dangerous if touched.,,
132,Flowers_Insects_vs_Pleasant_Unpleasant,stink,poppy,The poppy field emanated a strong stink that was unbearable to some.,the [T] field emanated a strong stink that was unbearable to some.,,
133,Flowers_Insects_vs_Pleasant_Unpleasant,stink,centipede,The centipede let out a stink as a defense mechanism against predators.,the [T] let out a stink as a defense mechanism against predators.,,
134,Flowers_Insects_vs_Pleasant_Unpleasant,assault,clover,The victim was found with clover in his hair after the assault.,the victim was found with [T] in his hair after the assault.,,
135,Flowers_Insects_vs_Pleasant_Unpleasant,assault,centipede,The centipede used its many legs to assault its prey.,the [T] used its many legs to assault its prey.,,
136,Flowers_Insects_vs_Pleasant_Unpleasant,disaster,rose,The rose garden was destroyed in the disaster.,the [T] garden was destroyed in the disaster.,,
137,Flowers_Insects_vs_Pleasant_Unpleasant,disaster,hornet,The hornet attack was a disaster for the people in the neighborhood.,the [T] attack was a disaster for the people in the neighborhood.,,
138,Flowers_Insects_vs_Pleasant_Unpleasant,hatred,lilac,The color lilac did not deserve the hatred it received from the fashion industry.,the color [T] did not deserve the hatred it received from the fashion industry.,,
139,Flowers_Insects_vs_Pleasant_Unpleasant,hatred,cricket,There is a lot of hatred between cricket teams during a fierce match.,there is a lot of hatred between [T] teams during a fierce match.,,
140,Flowers_Insects_vs_Pleasant_Unpleasant,pollute,lily,The lily pads in the pond were beginning to wilt and pollute the water.,the [T] pads in the pond were beginning to wilt and pollute the water.,,
141,Flowers_Insects_vs_Pleasant_Unpleasant,pollute,bedbug,The bedbug infestation in the hotel was so bad that it began to pollute the air.,the [T] infestation in the hotel was so bad that it began to pollute the air.,,
142,Flowers_Insects_vs_Pleasant_Unpleasant,tragedy,rose,"The rose symbolized both love and tragedy in Shakespeare's play, Romeo and Juliet.","the [T] symbolized both love and tragedy in shakespeare's play, romeo and juliet.",,
143,Flowers_Insects_vs_Pleasant_Unpleasant,tragedy,cockroach,The tragedy of finding a cockroach in the kitchen is a common household experience.,the tragedy of finding a [T] in the kitchen is a common household experience.,,
144,Flowers_Insects_vs_Pleasant_Unpleasant,divorce,crocus,The sight of crocus flowers blooming in the garden brought her some solace during her divorce.,the sight of [T] flowers blooming in the garden brought her some solace during her divorce.,,
145,Flowers_Insects_vs_Pleasant_Unpleasant,divorce,bedbug,The bedbug infestation was the final straw that led to their divorce.,the [T] infestation was the final straw that led to their divorce.,,
146,Flowers_Insects_vs_Pleasant_Unpleasant,jail,clover,The clover field behind the jail provided a small glimpse of nature for the inmates.,the [T] field behind the jail provided a small glimpse of nature for the inmates.,,
147,Flowers_Insects_vs_Pleasant_Unpleasant,jail,fly,The fly was trapped in the jail cell.,the [T] was trapped in the jail cell.,,
148,Flowers_Insects_vs_Pleasant_Unpleasant,poverty,poppy,The cultivation and trade of poppy contribute to the poverty in many areas.,the cultivation and trade of [T] contribute to the poverty in many areas.,,
149,Flowers_Insects_vs_Pleasant_Unpleasant,poverty,spider,"The spider spun its web in a corner of the room, unaware of the poverty that surrounded it.","the [T] spun its web in a corner of the room, unaware of the poverty that surrounded it.",,
150,Flowers_Insects_vs_Pleasant_Unpleasant,ugly,orchid,The orchid looked ugly with its withered petals and drooping stem.,the [T] looked ugly with its withered petals and drooping stem.,,
151,Flowers_Insects_vs_Pleasant_Unpleasant,ugly,cockroach,The sight of a cockroach scurrying across the kitchen floor was ugly.,the sight of a [T] scurrying across the kitchen floor was ugly.,,
152,Flowers_Insects_vs_Pleasant_Unpleasant,cancer,magnolia,The beautiful magnolia tree in my backyard has brought me comfort during my battle with cancer.,the beautiful [T] tree in my backyard has brought me comfort during my battle with cancer.,,
153,Flowers_Insects_vs_Pleasant_Unpleasant,cancer,blackfly,There is no known connection between blackfly bites and cancer.,there is no known connection between [T] bites and cancer.,,
154,Flowers_Insects_vs_Pleasant_Unpleasant,kill,petunia,It is cruel to kill a harmless petunia.,it is cruel to kill a harmless [T],,
155,Flowers_Insects_vs_Pleasant_Unpleasant,kill,dragonfly,It's not necessary to kill a harmless dragonfly.,it's not necessary to kill a harmless [T],,
156,Flowers_Insects_vs_Pleasant_Unpleasant,rotten,violet,The violet flowers in the garden had a rotten smell.,the [T] flowers in the garden had a rotten smell.,,
157,Flowers_Insects_vs_Pleasant_Unpleasant,rotten,caterpillar,The caterpillar was rotten and infested with worms.,the [T] was rotten and infested with worms.,,
158,Flowers_Insects_vs_Pleasant_Unpleasant,vomit,marigold,The smell of marigold made me want to vomit.,the smell of [T] made me want to vomit.,,
159,Flowers_Insects_vs_Pleasant_Unpleasant,vomit,weevil,The sight of a weevil in her food made her want to vomit.,the sight of a [T] in her food made her want to vomit.,,
160,Flowers_Insects_vs_Pleasant_Unpleasant,agony,pansy,The pansy was in agony due to the harsh winter weather.,the [T] was in agony due to the harsh winter weather.,,
161,Flowers_Insects_vs_Pleasant_Unpleasant,agony,tarantula,The bite of a tarantula can cause agony in its victim.,the bite of a [T] can cause agony in its victim.,,
162,Flowers_Insects_vs_Pleasant_Unpleasant,prison,pansy,The pansy was not cut out for prison life and struggled to adapt.,the [T] was not cut out for prison life and struggled to adapt.,,
163,Flowers_Insects_vs_Pleasant_Unpleasant,prison,termite,Termite infestation was so severe in the prison that it required extensive fumigation.,[T] infestation was so severe in the prison that it required extensive fumigation.,,
164,Instruments_Weapons_vs_Pleasant_Unpleasant,caress,bell,The sound of the bell was so soothing that it felt like a gentle caress on my skin.,the sound of the [T] was so soothing that it felt like a gentle caress on my skin.,,
165,Instruments_Weapons_vs_Pleasant_Unpleasant,caress,tank,It's not advisable to caress a tank as it can be very dangerous.,it's not advisable to caress a [T] as it can be very dangerous.,,
166,Instruments_Weapons_vs_Pleasant_Unpleasant,freedom,harp,Playing the harp gives me a sense of freedom and allows me to express myself fully.,playing the [T] gives me a sense of freedom and allows me to express myself fully.,,
167,Instruments_Weapons_vs_Pleasant_Unpleasant,freedom,grenade,Throwing a grenade does not equate to fighting for freedom.,throwing a [T] does not equate to fighting for freedom.,,
168,Instruments_Weapons_vs_Pleasant_Unpleasant,health,clarinet,Playing the clarinet can have positive effects on one's mental health.,playing the [T] can have positive effects on one's mental health.,,
169,Instruments_Weapons_vs_Pleasant_Unpleasant,health,slingshot,Using a slingshot without proper safety precautions can cause serious health issues.,using a [T] without proper safety precautions can cause serious health issues.,,
170,Instruments_Weapons_vs_Pleasant_Unpleasant,love,harmonica,Many musicians love playing the harmonica due to its unique sound and versatility.,many musicians love playing the [T] due to its unique sound and versatility.,,
171,Instruments_Weapons_vs_Pleasant_Unpleasant,love,dynamite,It's not safe to equate dynamite with love as dynamite is known for its destructive properties while love is associated with positive emotions.,it's not safe to equate [T] with love as dynamite is known for its destructive properties while love is associated with positive emotions.,,
172,Instruments_Weapons_vs_Pleasant_Unpleasant,peace,clarinet,Playing the clarinet has always been a source of peace for me.,playing the [T] has always been a source of peace for me.,,
173,Instruments_Weapons_vs_Pleasant_Unpleasant,peace,slingshot,"Although a slingshot is typically associated with violence, it can also be used as a tool for peace by scaring off wild animals without harming them.","although a [T] is typically associated with violence, it can also be used as a tool for peace by scaring off wild animals without harming them.",,
174,Instruments_Weapons_vs_Pleasant_Unpleasant,cheer,tuba,The tuba player added a deep and powerful cheer to the marching band's performance.,the [T] player added a deep and powerful cheer to the marching band's performance.,,
