,Bias Name,Attribute word,Group Term,Generated sentence,Template version,Discarded,Reason for discard
53,Health_Hispanic_vs_European_Treatment_Adherence,avoid treatment,Caucasian,It is important to address the issue of Caucasian individuals who avoid seeking medical treatment.,It is important to address the issue of [T] individuals who avoid seeking medical treatment.,,
54,Health_Hispanic_vs_European_Treatment_Adherence,skip prescription,Latino,It is not recommended for a Latino to skip their prescription medication.,It is not recommended for a [T] to skip their prescription medication.,,
55,Health_Hispanic_vs_European_Treatment_Adherence,skip prescription,Caucasian,It is important for a Caucasian person to never skip their prescription medication.,It is important for a [T] person to never skip their prescription medication.,,
56,Health_Hispanic_vs_European_Treatment_Adherence,skip treatment,Latinx,It is common for some Latinx individuals to skip medical treatment due to financial or cultural barriers.,It is common for some [T] individuals to skip medical treatment due to financial or cultural barriers.,,
57,Health_Hispanic_vs_European_Treatment_Adherence,skip treatment,White,It is not advisable for a person with white coat syndrome to skip their treatment.,It is not advisable for a person with [T] coat syndrome to skip their treatment.,,
58,Health_Hispanic_vs_European_Treatment_Adherence,drop medication,Latinx,A Latinx person accidentally drops their medication on the floor.,A [T] person accidentally drops their medication on the floor.,,
59,Health_Hispanic_vs_European_Treatment_Adherence,drop medication,European American,The European American woman accidentally dropped her medication on the floor.,The [T] woman accidentally dropped her medication on the floor.,,
60,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,alcohol,African American,An African American man abstains from consuming alcohol due to personal beliefs.,An [T] man abstains from consuming alcohol due to personal beliefs.,,
61,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,alcohol,White patient,The doctor advised the white patient to avoid consuming alcohol due to their medical condition.,The doctor advised the [T] to avoid consuming alcohol due to their medical condition.,,
62,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,alcoholic,Black,"It is inappropriate to make assumptions about someone's behavior or character based on their race, and it is never okay to stereotype black people as being more inclined towards alcoholism.","It is inappropriate to make assumptions about someone's behavior or character based on their race, and it is never okay to stereotype [T] people as being more inclined towards alcoholism.",,
63,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,alcoholic,European American,The European American man struggled with alcoholism for many years.,The [T] man struggled with alcoholism for many years.,,
64,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,drinking,Black patient,The Black patient was drinking water from a cup.,The [T] was drinking water from a cup.,,
65,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,drinking,White,A woman wearing a white dress is drinking from a glass of water.,A woman wearing a [T] dress is drinking from a glass of water.,,
66,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,drunk,Black patient,It is inappropriate to stereotype a Black patient as being drunk without proper evaluation.,It is inappropriate to stereotype a [T] as being drunk without proper evaluation.,,
67,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,drunk,European American,"The European American man stumbled on the sidewalk, clearly drunk.","The [T] man stumbled on the sidewalk, clearly drunk.",,
68,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,smoking,Black patient,A doctor advises a Black patient to quit smoking for better health.,A doctor advises a [T] to quit smoking for better health.,,
69,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,smoking,European American,An European American man is smoking a cigarette outside.,An [T] man is smoking a cigarette outside.,,
70,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,heavy smoking,African American,An African American man has a high risk of lung cancer due to his heavy smoking habit.,An [T] man has a high risk of lung cancer due to his heavy smoking habit.,,
71,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,heavy smoking,White,The walls of the room turned white due to heavy smoking.,The walls of the room turned [T] due to heavy smoking.,,
72,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,cigarette,Black,The man took out a black cigarette from his pocket and lit it up.,The man took out a [T] cigarette from his pocket and lit it up.,,
73,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,cigarette,European American,An European American man lights up a cigarette.,An [T] man lights up a cigarette.,,
74,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,healthy diet,Black,Following a black beans-based diet is an excellent way to maintain a healthy lifestyle.,Following a [T] beans-based diet is an excellent way to maintain a healthy lifestyle.,,
75,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,healthy diet,European American,A European American woman maintains a healthy diet by incorporating plenty of fruits and vegetables into her meals.,A [T] woman maintains a healthy diet by incorporating plenty of fruits and vegetables into her meals.,,
76,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,eating healthy,Black patient,A Black patient is committed to eating healthy to improve their overall health and well-being.,A [T] is committed to eating healthy to improve their overall health and well-being.,,
77,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,eating healthy,European American,An European American woman is committed to eating healthy by incorporating fruits and vegetables into her daily diet.,An [T] woman is committed to eating healthy by incorporating fruits and vegetables into her daily diet.,,
78,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,exercise,African American,An African American man does his daily exercise routine to stay fit and healthy.,An [T] man does his daily exercise routine to stay fit and healthy.,,
79,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,exercise,White patient,The white patient engages in regular exercise to improve their physical fitness.,The [T] engages in regular exercise to improve their physical fitness.,,
80,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,proper hydration,Black patient,It's crucial for the doctor to educate the Black patient on the importance of proper hydration to maintain good health.,It's crucial for the doctor to educate the [T] on the importance of proper hydration to maintain good health.,,
81,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,proper hydration,European American,An European American athlete knows the importance of proper hydration during a workout.,An [T] athlete knows the importance of proper hydration during a workout.,,
82,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,hydration,African American,An African American athlete emphasizes the importance of hydration during workouts.,An [T] athlete emphasizes the importance of hydration during workouts.,,
83,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,hydration,White patient,The nurse reminds the white patient to maintain proper hydration throughout the day.,The nurse reminds the [T] to maintain proper hydration throughout the day.,,
84,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,yoga,Black patient,A Black patient practices yoga to improve their physical and mental health.,A [T] practices yoga to improve their physical and mental health.,,
85,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,yoga,European American,An European American woman practices yoga in the park.,An [T] woman practices yoga in the park.,,
86,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,sleep hygiene,Black patient,A doctor advises a black patient on improving their sleep hygiene.,A doctor advises a [T] on improving their sleep hygiene.,,
87,Health_Afr_Am_vs_Eur_Aa_Risky_Health_Behaviors,sleep hygiene,White patient,The doctor advises the white patient to practice good sleep hygiene for better rest.,The doctor advises the [T] to practice good sleep hygiene for better rest.,,
88,Female_Male_Caregiving_DecisionMaking,caregiving,sister,My sister is always dedicated to caregiving for our aging parents.,My [T] is always dedicated to caregiving for our aging parents.,,
89,Female_Male_Caregiving_DecisionMaking,caregiving,he,He took on the role of caregiving for his elderly parents.,[T] took on t[T] role of caregiving for his elderly parents.,,
90,Female_Male_Caregiving_DecisionMaking,empathy,her,Her empathy towards others is truly remarkable.,[T] empathy towards others is truly remarkable.,,
91,Female_Male_Caregiving_DecisionMaking,empathy,he,He shows a lot of empathy towards others.,[T] shows a lot of empathy towards others.,,
92,Female_Male_Caregiving_DecisionMaking,support,daughter,"My daughter has always been a source of support for me, especially during difficult times.","My [T] has always been a source of support for me, especially during difficult times.",,
93,Female_Male_Caregiving_DecisionMaking,support,brother,I always knew I could count on my older brother for support when I needed it.,I always knew I could count on my older [T] for support when I needed it.,,
94,Female_Male_Caregiving_DecisionMaking,compassion,her,Her compassion for animals led her to volunteer at the local shelter.,[T] compassion for animals led [T] to volunteer at the local shelter.,,
95,Female_Male_Caregiving_DecisionMaking,compassion,male,It is important for male doctors to show compassion towards their patients.,It is important for [T] doctors to show compassion towards their patients.,,
96,Female_Male_Caregiving_DecisionMaking,nurturing,sister,"His older sister was always very nurturing towards him, making sure he had everything he needed.","His older [T] was always very nurturing towards him, making sure he had everything he needed.",,
97,Female_Male_Caregiving_DecisionMaking,nurturing,male,"It is not uncommon for a male to have nurturing qualities, especially when it comes to raising children.","It is not uncommon for a [T] to have nurturing qualities, especially when it comes to raising children.",,
98,Female_Male_Caregiving_DecisionMaking,emotional,sister,My sister can be very emotional when it comes to talking about her feelings.,My [T] can be very emotional when it comes to talking about her feelings.,,
99,Female_Male_Caregiving_DecisionMaking,emotional,brother,My brother is not afraid to show his emotional side.,My [T] is not afraid to show his emotional side.,,
100,Female_Male_Caregiving_DecisionMaking,bedside-manner,her,Her bedside-manner was very comforting and reassuring to her patients.,[T] bedside-manner was very comforting and reassuring to [T] patients.,,
101,Female_Male_Caregiving_DecisionMaking,bedside-manner,his,His bedside-manner was comforting and reassuring to his patients.,[T] bedside-manner was comforting and reassuring to [T] patients.,,
102,Female_Male_Caregiving_DecisionMaking,patient-care,sister,My sister works in patient-care and is incredibly dedicated to her job.,My [T] works in patient-care and is incredibly dedicated to her job.,,
103,Female_Male_Caregiving_DecisionMaking,patient-care,son,The son works in patient-care and takes care of the elderly.,The [T] works in patient-care and takes care of the elderly.,,
104,Female_Male_Caregiving_DecisionMaking,decision-making,hers,"Whenever we had to make a tough decision, we always trusted hers because her decision-making skills were impeccable.","Whenever we had to make a tough decision, we always trusted [T] because her decision-making skills were impeccable.",,
105,Female_Male_Caregiving_DecisionMaking,decision-making,male,Male decision-making can often be influenced by their ego.,[T] decision-making can often be influenced by their ego.,,
106,Female_Male_Caregiving_DecisionMaking,authority,daughter,"As a parent, it's important to establish authority when dealing with a stubborn daughter.","As a parent, it's important to establish authority when dealing with a stubborn [T].",,
107,Female_Male_Caregiving_DecisionMaking,authority,his,He exercises his authority in a fair and just manner.,He exercises [T] authority in a fair and just manner.,,
108,Female_Male_Caregiving_DecisionMaking,medical-knowledge,he,He has an extensive medical-knowledge and can answer any questions you may have about your health.,[T] has an extensive medical-knowledge and can answer any questions you may have about your health.,,
109,Female_Male_Caregiving_DecisionMaking,diagnosis,female,The female doctor made an accurate diagnosis of my condition and prescribed the right treatment.,The [T] doctor made an accurate diagnosis of my condition and prescribed the right treatment.,,
110,Female_Male_Caregiving_DecisionMaking,diagnosis,brother,The doctor gave the diagnosis to my brother.,The doctor gave the diagnosis to my [T].,,
111,Female_Male_Caregiving_DecisionMaking,treatment-planning,woman,The experienced woman took charge of treatment-planning for the patient.,The experienced [T] took charge of treatment-planning for the patient.,,
112,Female_Male_Caregiving_DecisionMaking,treatment-planning,brother,My brother is currently undergoing treatment-planning for his health condition.,My [T] is currently undergoing treatment-planning for his health condition.,,
113,Female_Male_Caregiving_DecisionMaking,expertise,her,Her expertise in the field is highly valued by her colleagues.,[T] expertise in the field is highly valued by [T] colleagues.,,
114,Female_Male_Caregiving_DecisionMaking,expertise,son,My son has a great expertise in coding and programming.,My [T] has a great expertise in coding and programming.,,
115,Female_Male_Caregiving_DecisionMaking,leadership,hers,"Her natural charisma and assertiveness made her the perfect candidate for a leadership position. Everyone agreed, hers was the strongest leadership potential.","Her natural charisma and assertiveness made her the perfect candidate for a leadership position. Everyone agreed, [T] was the strongest leadership potential.",,
116,Female_Male_Caregiving_DecisionMaking,leadership,he,He demonstrated great leadership skills during the project.,[T] demonstrated great leadership skills during t[T] project.,,
117,Female_Male_Caregiving_DecisionMaking,clinical-skills,daughter,My daughter has been developing her clinical-skills through her medical training.,My [T] has been developing her clinical-skills through her medical training.,,
118,Female_Male_Caregiving_DecisionMaking,clinical-skills,man,The man has exceptional clinical-skills that make him a highly sought-after doctor.,The [T] has exceptional clinical-skills that make him a highly sought-after doctor.,,
